"id","description","latitude","longitude","name","display_order","image_url","estimated_wait_minutes","live_status_message","live_status_updated_at","remaining_stock","max_reservation_minutes","booth_intro","menu_image_url","menu_board_json","category","close_time","content_json","day_part","open_time","reservation_enabled","tags"
"60","공연 관람용 응원봉과 야광 팔찌를 대여합니다.","37.2833","127.0437","응원봉 대여소","58","https://picsum.photos/seed/festflow-26/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.384275","34","10","공연 관람용 응원봉과 야광 팔찌를 대여합니다. 운영시간은 16:00부터 23:30까지입니다.","","[{""name"":""기념 스티커"",""price"":""2000원"",""description"":""축제 한정 디자인"",""soldOut"":false},{""name"":""랜덤 굿즈"",""price"":""5000원"",""description"":""현장 수량 한정"",""soldOut"":false},{""name"":""패키지 세트"",""price"":""12000원"",""description"":""인기 상품 묶음"",""soldOut"":false}]","굿즈","23:30:00","","야간","16:00:00","false","공연, 응원봉, 대여"
"61","타코, 팟타이, 케밥을 한 곳에서 맛볼 수 있는 푸드트럭 라인입니다.","37.282","127.0462","글로벌 푸드트럭","59","https://picsum.photos/seed/festflow-27/800/450","33","시뮬레이션: 현재 163명 · 매우 혼잡","2026-06-12T02:02:00.389275","60","10","타코, 팟타이, 케밥을 한 곳에서 맛볼 수 있는 푸드트럭 라인입니다. 운영시간은 11:30부터 00:00까지입니다.","","[{""name"":""대표 메뉴"",""price"":""7000원"",""description"":""빠르게 받을 수 있는 기본 메뉴"",""soldOut"":false},{""name"":""사이드 메뉴"",""price"":""4000원"",""description"":""간단히 나눠 먹기 좋음"",""soldOut"":false},{""name"":""세트 메뉴"",""price"":""10000원"",""description"":""음료 포함"",""soldOut"":false}]","푸드","00:00:00","","상시","11:30:00","true","타코, 팟타이, 케밥"
"62","분실, 안전, 귀가 동선 상담을 조용히 받을 수 있는 운영 지원 텐트입니다.","37.2813","127.0434","조용한 상담 텐트","60","https://picsum.photos/seed/festflow-28/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.394274","999","10","분실, 안전, 귀가 동선 상담을 조용히 받을 수 있는 운영 지원 텐트입니다. 운영시간은 10:00부터 01:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","안내","01:00:00","","상시","10:00:00","false","상담, 귀가, 안전"
"63","더운 시간대에 빠르게 이용할 수 있는 음료 리필 부스입니다.","37.28255","127.04635","아이스티 리필 바","61","https://picsum.photos/seed/festflow-29/800/450","47","시뮬레이션: 현재 232명 · 매우 혼잡","2026-06-12T02:02:00.400275","250","10","더운 시간대에 빠르게 이용할 수 있는 음료 리필 부스입니다. 운영시간은 10:00부터 23:00까지입니다.","","[{""name"":""대표 메뉴"",""price"":""7000원"",""description"":""빠르게 받을 수 있는 기본 메뉴"",""soldOut"":false},{""name"":""사이드 메뉴"",""price"":""4000원"",""description"":""간단히 나눠 먹기 좋음"",""soldOut"":false},{""name"":""세트 메뉴"",""price"":""10000원"",""description"":""음료 포함"",""soldOut"":false}]","푸드","23:00:00","","상시","10:00:00","false","음료, 리필, 빠른회전"
"64","화덕 조리 메뉴라 맛은 좋지만 피크 시간 대기가 길어지는 부스입니다.","37.28375","127.04535","치즈 닭갈비 화덕존","62","https://picsum.photos/seed/festflow-30/800/450","42","시뮬레이션: 현재 210명 · 매우 혼잡","2026-06-12T02:02:00.404276","18","10","화덕 조리 메뉴라 맛은 좋지만 피크 시간 대기가 길어지는 부스입니다. 운영시간은 17:00부터 01:00까지입니다.","","[{""name"":""대표 메뉴"",""price"":""7000원"",""description"":""빠르게 받을 수 있는 기본 메뉴"",""soldOut"":false},{""name"":""사이드 메뉴"",""price"":""4000원"",""description"":""간단히 나눠 먹기 좋음"",""soldOut"":false},{""name"":""세트 메뉴"",""price"":""10000원"",""description"":""음료 포함"",""soldOut"":false}]","푸드","01:00:00","","야간","17:00:00","true","닭갈비, 화덕, 야식"
"65","비건 샌드위치와 샐러드를 판매하는 저혼잡 푸드트럭입니다.","37.28175","127.04645","비건 샌드위치 트럭","63","https://picsum.photos/seed/festflow-31/800/450","37","시뮬레이션: 현재 181명 · 매우 혼잡","2026-06-12T02:02:00.410273","90","10","비건 샌드위치와 샐러드를 판매하는 저혼잡 푸드트럭입니다. 운영시간은 11:00부터 22:00까지입니다.","","[{""name"":""대표 메뉴"",""price"":""7000원"",""description"":""빠르게 받을 수 있는 기본 메뉴"",""soldOut"":false},{""name"":""사이드 메뉴"",""price"":""4000원"",""description"":""간단히 나눠 먹기 좋음"",""soldOut"":false},{""name"":""세트 메뉴"",""price"":""10000원"",""description"":""음료 포함"",""soldOut"":false}]","푸드","22:00:00","","상시","11:00:00","false","비건, 샌드위치, 샐러드"
"66","크레페와 아이스크림을 판매하지만 일부 메뉴 재고가 소진된 디저트 부스입니다.","37.28295","127.04655","크레페 디저트랩","64","https://picsum.photos/seed/festflow-32/800/450","50","시뮬레이션: 현재 249명 · 매우 혼잡","2026-06-12T02:02:00.414275","0","10","크레페와 아이스크림을 판매하지만 일부 메뉴 재고가 소진된 디저트 부스입니다. 운영시간은 12:00부터 23:30까지입니다.","","[{""name"":""대표 메뉴"",""price"":""7000원"",""description"":""빠르게 받을 수 있는 기본 메뉴"",""soldOut"":false},{""name"":""사이드 메뉴"",""price"":""4000원"",""description"":""간단히 나눠 먹기 좋음"",""soldOut"":false},{""name"":""세트 메뉴"",""price"":""10000원"",""description"":""음료 포함"",""soldOut"":false}]","푸드","23:30:00","","상시","12:00:00","true","디저트, 크레페, 품절"
"67","짧은 타로 상담을 받을 수 있는 소규모 체험 부스입니다.","37.28145","127.04585","타로 상담 부스","65","https://picsum.photos/seed/festflow-33/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.419278","70","10","짧은 타로 상담을 받을 수 있는 소규모 체험 부스입니다. 운영시간은 12:00부터 22:00까지입니다.","","[{""name"":""기본 체험권"",""price"":""3000원"",""description"":""1회 참여"",""soldOut"":false},{""name"":""2인 체험권"",""price"":""5000원"",""description"":""친구와 함께 참여"",""soldOut"":false},{""name"":""기념 출력"",""price"":""2000원"",""description"":""결과물 추가 출력"",""soldOut"":false}]","체험","22:00:00","","상시","12:00:00","true","타로, 상담, 체험"
"68","공연 전 얼굴 스티커와 페이스페인팅을 받을 수 있는 부스입니다.","37.28215","127.0466","페이스페인팅 스튜디오","66","https://picsum.photos/seed/festflow-34/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.424279","35","10","공연 전 얼굴 스티커와 페이스페인팅을 받을 수 있는 부스입니다. 운영시간은 13:00부터 23:00까지입니다.","","[{""name"":""기본 체험권"",""price"":""3000원"",""description"":""1회 참여"",""soldOut"":false},{""name"":""2인 체험권"",""price"":""5000원"",""description"":""친구와 함께 참여"",""soldOut"":false},{""name"":""기념 출력"",""price"":""2000원"",""description"":""결과물 추가 출력"",""soldOut"":false}]","체험","23:00:00","","상시","13:00:00","false","페이스페인팅, 스티커, 사진"
"69","친구들과 1곡씩 부르는 미니 노래방 체험 부스입니다.","37.28315","127.0459","즉석 노래방 박스","67","https://picsum.photos/seed/festflow-35/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.429278","22","10","친구들과 1곡씩 부르는 미니 노래방 체험 부스입니다. 운영시간은 16:00부터 01:00까지입니다.","","[{""name"":""기본 체험권"",""price"":""3000원"",""description"":""1회 참여"",""soldOut"":false},{""name"":""2인 체험권"",""price"":""5000원"",""description"":""친구와 함께 참여"",""soldOut"":false},{""name"":""기념 출력"",""price"":""2000원"",""description"":""결과물 추가 출력"",""soldOut"":false}]","체험","01:00:00","","야간","16:00:00","true","노래방, 체험, 친구"
"70","학생 프로젝트와 AI 데모를 둘러볼 수 있는 전시형 체험 부스입니다.","37.28095","127.04465","캡스톤 전시관","68","https://picsum.photos/seed/festflow-37/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.434278","120","10","학생 프로젝트와 AI 데모를 둘러볼 수 있는 전시형 체험 부스입니다. 운영시간은 10:00부터 20:00까지입니다.","","[{""name"":""기본 체험권"",""price"":""3000원"",""description"":""1회 참여"",""soldOut"":false},{""name"":""2인 체험권"",""price"":""5000원"",""description"":""친구와 함께 참여"",""soldOut"":false},{""name"":""기념 출력"",""price"":""2000원"",""description"":""결과물 추가 출력"",""soldOut"":false}]","체험","20:00:00","","주간","10:00:00","false","AI, 전시, 캡스톤"
"71","랜덤 굿즈 박스를 판매하는 인기 부스입니다. 재고가 빠르게 줄고 있습니다.","37.28355","127.04325","학생회 굿즈 럭키박스","69","https://picsum.photos/seed/festflow-38/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.437275","6","10","랜덤 굿즈 박스를 판매하는 인기 부스입니다. 재고가 빠르게 줄고 있습니다. 운영시간은 11:00부터 22:00까지입니다.","","[{""name"":""기념 스티커"",""price"":""2000원"",""description"":""축제 한정 디자인"",""soldOut"":false},{""name"":""랜덤 굿즈"",""price"":""5000원"",""description"":""현장 수량 한정"",""soldOut"":false},{""name"":""패키지 세트"",""price"":""12000원"",""description"":""인기 상품 묶음"",""soldOut"":false}]","굿즈","22:00:00","","상시","11:00:00","false","굿즈, 럭키박스, 재고부족"
"72","축제 포토카드를 교환하고 인증 스탬프를 받을 수 있는 부스입니다.","37.28165","127.04325","포토카드 교환소","70","https://picsum.photos/seed/festflow-39/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.442276","100","10","축제 포토카드를 교환하고 인증 스탬프를 받을 수 있는 부스입니다. 운영시간은 11:00부터 23:00까지입니다.","","[{""name"":""기념 스티커"",""price"":""2000원"",""description"":""축제 한정 디자인"",""soldOut"":false},{""name"":""랜덤 굿즈"",""price"":""5000원"",""description"":""현장 수량 한정"",""soldOut"":false},{""name"":""패키지 세트"",""price"":""12000원"",""description"":""인기 상품 묶음"",""soldOut"":false}]","굿즈","23:00:00","","상시","11:00:00","false","포토카드, 스탬프, 굿즈"
"73","투호, 딱지, 윷놀이를 짧게 즐길 수 있는 가족형 이벤트 부스입니다.","37.28085","127.04535","민속놀이 마당","71","https://picsum.photos/seed/festflow-40/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.446276","160","10","투호, 딱지, 윷놀이를 짧게 즐길 수 있는 가족형 이벤트 부스입니다. 운영시간은 10:00부터 19:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","이벤트","19:00:00","","주간","10:00:00","false","민속놀이, 경품, 이벤트"
"74","참가 신청자와 관객이 함께 몰리는 이벤트형 공연 구역입니다.","37.28385","127.04375","댄스 배틀존","72","https://picsum.photos/seed/festflow-41/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.451277","80","10","참가 신청자와 관객이 함께 몰리는 이벤트형 공연 구역입니다. 운영시간은 18:00부터 23:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","공연","23:00:00","","야간","18:00:00","false","댄스, 공연, 이벤트"
"75","소규모 버스킹 공연을 가까이서 볼 수 있는 여유 공연 구역입니다.","37.28075","127.04375","재즈 버스킹 코너","73","https://picsum.photos/seed/festflow-42/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.457275","999","10","소규모 버스킹 공연을 가까이서 볼 수 있는 여유 공연 구역입니다. 운영시간은 15:00부터 22:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","공연","22:00:00","","상시","15:00:00","false","재즈, 버스킹, 공연"
"76","소음에 지친 방문객이 잠시 쉴 수 있는 저자극 휴식 공간입니다.","37.28055","127.04425","소리없는 쉼터","74","https://picsum.photos/seed/festflow-43/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.461275","999","10","소음에 지친 방문객이 잠시 쉴 수 있는 저자극 휴식 공간입니다. 운영시간은 10:00부터 01:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","편의","01:00:00","","상시","10:00:00","false","휴식, 저자극, 쉼터"
"77","간단한 응급 처치와 상태 확인을 받을 수 있는 안전 거점입니다.","37.28245","127.04245","의무실 응급처치","75","https://picsum.photos/seed/festflow-44/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.466287","999","10","간단한 응급 처치와 상태 확인을 받을 수 있는 안전 거점입니다. 운영시간은 10:00부터 01:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","응급","01:00:00","","상시","10:00:00","false","응급, 안전, 의무실"
"78","일행을 잃어버렸을 때 재집결할 수 있는 만남 안내 구역입니다.","37.28105","127.04375","친구찾기 만남존","76","https://picsum.photos/seed/festflow-45/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.471289","999","10","일행을 잃어버렸을 때 재집결할 수 있는 만남 안내 구역입니다. 운영시간은 10:00부터 01:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","안내","01:00:00","","상시","10:00:00","false","만남, 안내, 재집결"
"79","비가 올 때 대피할 수 있는 임시 텐트와 우비 배부 지점입니다.","37.2809","127.04405","우천 대피 텐트","77","https://picsum.photos/seed/festflow-46/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.476800","300","10","비가 올 때 대피할 수 있는 임시 텐트와 우비 배부 지점입니다. 운영시간은 10:00부터 01:00까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","편의","01:00:00","","상시","10:00:00","false","우천, 대피, 우비"
"80","귀가 셔틀 시간과 대기열을 안내하는 후문 거점입니다.","37.28065","127.04605","후문 셔틀 안내소","78","https://picsum.photos/seed/festflow-47/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.480814","999","10","귀가 셔틀 시간과 대기열을 안내하는 후문 거점입니다. 운영시간은 18:00부터 01:30까지입니다.","","[{""name"":""현장 안내"",""price"":""무료"",""description"":""스태프에게 문의하세요"",""soldOut"":false},{""name"":""긴급 도움"",""price"":""무료"",""description"":""필요 시 즉시 지원"",""soldOut"":false},{""name"":""위치 문의"",""price"":""무료"",""description"":""주요 부스와 공연장 안내"",""soldOut"":false}]","안내","01:30:00","","야간","18:00:00","false","셔틀, 귀가, 후문"
"81","학과별 퀴즈를 풀고 작은 기념품을 받는 홍보형 체험 부스입니다.","37.28275","127.04295","학과 홍보 퀴즈존","79","https://picsum.photos/seed/festflow-48/800/450","0","시뮬레이션: 현재 0명 · 여유","2026-06-12T02:02:00.485813","75","10","학과별 퀴즈를 풀고 작은 기념품을 받는 홍보형 체험 부스입니다. 운영시간은 10:00부터 19:00까지입니다.","","[{""name"":""기본 체험권"",""price"":""3000원"",""description"":""1회 참여"",""soldOut"":false},{""name"":""2인 체험권"",""price"":""5000원"",""description"":""친구와 함께 참여"",""soldOut"":false},{""name"":""기념 출력"",""price"":""2000원"",""description"":""결과물 추가 출력"",""soldOut"":false}]","체험","19:00:00","","주간","10:00:00","false","학과, 퀴즈, 홍보"
